"contrast","Treatment","estimate","SE","df","t.ratio","p.value","feature","note"
"Pre - Early Post","U",45.2281026752819,6.08450075792408,1471.37994759029,7.43333010787772,0.000000000000536717718883917,"gfcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",51.7337848679786,7.60676797243552,1298.79393891957,6.80102049325615,0.0000000000316084152086822,"gfcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",55.4754235530668,5.15727419976256,908.383609166441,10.7567333836198,1.05012712622125e-24,"gfcc_8_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",6.50568219269665,7.72976611518347,1459.09603423827,0.841640237977916,0.480152731479032,"gfcc_8_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",10.2473208777849,6.66580537670104,768.849088912702,1.53729674040624,0.186948110635156,"gfcc_8_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",3.74163868508828,8.21382979915685,727.777295869501,0.455529123025212,0.648864495447245,"gfcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-0.6411392914344,0.288441814295987,1477.6471839892,-2.22276819676529,0.0316587300604167,"jit_factor","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",1.45753121788622,0.35105951062182,1477.95323975294,4.15180667034072,0.0000523058149541168,"jit_factor","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",1.37577552351825,0.274095015700053,1477.98406451962,5.01933798396315,0.0000011627769246543,"jit_factor","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",2.09867050932062,0.285514459469571,1477.87076722325,7.35048765382859,0.000000000000976705733333493,"jit_factor","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",2.01691481495265,0.184725430299023,1477.53683671782,10.9184469712036,5.75188933737851e-26,"jit_factor","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-0.0817556943679729,0.264659609014591,1473.76803409714,-0.308908845865731,0.75743452959098,"jit_factor","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",1.75429128940085,0.408036755127888,1474.41101740626,4.29934624112725,0.0000365090483196276,"jit_factor","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",2.78792552788198,0.510320677397353,1348.69800040253,5.46308556827535,0.000000166977144855397,"jit_factor","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",3.12476417656457,0.346149163864793,1024.16153059872,9.0272186177665,5.11876779067615e-18,"jit_factor","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",1.03363423848113,0.518398277447656,1466.32076251214,1.99389983232631,0.0556175357317672,"jit_factor","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",1.37047288716372,0.447498665629092,893.73554738545,3.06251837698134,0.00339084669474486,"jit_factor","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",0.336838648682594,0.551483907757266,853.137999643372,0.61078599745988,0.541503947746575,"jit_factor","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",0.0682508225066194,0.0160982578914333,1476.09458453161,4.23964027455039,0.0000475546401688034,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",0.0588987610846678,0.0195959976720071,1477.81461986444,3.00565258633423,0.00323373034572615,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",0.112055914425512,0.0152993729605073,1477.25512803004,7.32421614367886,0.00000000000236103174106184,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",-0.00935206142195159,0.0159371504013589,1477.94820873716,-0.586808882794641,0.557421690400884,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",0.0438050919188923,0.0103104120803801,1475.5611758031,4.24862668702154,0.0000475546401688034,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",0.0531571533408439,0.0147742135663578,1474.02020380731,3.59796838607285,0.000496973669800446,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",-0.017330763402333,0.0227713832511032,1468.56175150031,-0.761076444554302,0.554530576155161,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",-0.0209351609691261,0.0284598279216439,1258.78602698088,-0.735603919558658,0.554530576155161,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",-0.107502766354619,0.0192883891991217,827.696266545565,-5.57344448231656,0.000000202791531496593,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",-0.00360439756679316,0.0289276399670489,1452.68351701042,-0.124600471068462,0.900857094379884,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",-0.0901720029522862,0.0249259948289538,686.140688670299,-3.61758892959181,0.000957572634719477,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",-0.086567605385493,0.0307119269423118,646.054362908107,-2.81869664342776,0.00993907171356219,"lpc_11_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-0.0592151060728773,0.0318164632320464,1475.15415164022,-1.86114671643434,0.0943833940787954,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",0.0377788434863959,0.0387128190497986,1474.4809964604,0.975874255961538,0.395144225638142,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",-0.0620907712297965,0.0302276366529359,1474.73163041737,-2.05410604681745,0.0802827387428579,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",0.0969939495592731,0.0314851040929869,1474.40444156232,3.08062978838549,0.00631150881359167,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",-0.00287566515691926,0.0203740638234773,1475.11975506958,-0.141143425378181,0.887775910081707,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-0.0998696147161924,0.0291792447570196,1473.13416842155,-3.42262507298675,0.00382311792989113,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",-0.117000304295697,0.0450158240829688,1475.89784776154,-2.59909280079054,0.028320642666329,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",0.0557248803088618,0.0563874180540948,1477.82104485964,0.988250255675879,0.387830248423781,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",-0.0864639265314534,0.0383197027009233,1469.79750773084,-2.25638302066916,0.036289592668671,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.172725184604559,0.0572037042347786,1476.64181342125,3.01947552025042,0.0154533523563784,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",0.030536377764244,0.0495818973429374,1463.24629815866,0.615877556137809,0.538071121206013,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",-0.142188806840315,0.0611272823742623,1460.4743649934,-2.32611039322409,0.036289592668671,"lpc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-0.0828254065820352,0.0101049075093984,1465.47757554681,-8.19655266562316,1.06802552774667e-15,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",-0.0326882589563956,0.0123079756328527,1471.87626374537,-2.65585990186261,0.00799606527770909,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",0.0670800993623999,0.00960811829447216,1468.19116976476,6.98160631525458,0.00000000000660910875315002,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",0.0501371476256396,0.0100093973686212,1473.81221789113,5.00900761346694,0.000000735740950151633,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",0.149905505944435,0.00647372357935205,1460.45020733601,23.1559942445734,1.60972800480124e-100,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",0.0997683583187955,0.00928122264137186,1474.82528164398,10.7494844347413,1.59619663616485e-25,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",-0.00349189140624399,0.0142899391985306,1437.70892322897,-0.244360130419804,0.806986784784003,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",-0.0208390393873515,0.0178151441202474,965.880195629701,-1.16973734518753,0.363592869642954,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",0.0890588892262764,0.0120386021664929,434.643933501912,7.39777658523797,0.00000000000432348189011281,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",-0.0173471479811075,0.0181472130857394,1388.174947858,-0.955912508391683,0.407139449020365,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",0.0925507806325204,0.01553462771855,326.697547634104,5.95770830877425,0.0000000198512147754249,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",0.109897928613628,0.0191261261107057,301.830933633617,5.74595858970694,0.000000044659292175741,"lpcc_10_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",0.180286232408446,0.0276775565954922,1475.37202140148,6.51380593465425,0.00000000015035238118015,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",-0.227114596843411,0.0336769523932074,1474.64453177434,-6.74391774503976,0.0000000000441370124241916,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",0.12163371037777,0.0262955071638507,1474.91774439035,4.62564610828208,0.0000048735605655576,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",-0.407400829251856,0.0273894424724651,1474.55993823692,-14.8743746668601,5.92644009812015e-46,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",-0.0586525220306764,0.0177236836011972,1475.33755249954,-3.30927381409103,0.000957936294068523,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",0.34874830722118,0.0253836788953986,1473.15069537672,13.7390765404143,4.97800466063516e-40,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",-0.0850161245039398,0.0391596839449287,1476.16384251588,-2.17101150825171,0.0451337897662771,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",-0.0846921166893543,0.0490501366995451,1477.44542155606,-1.72664384623703,0.101328814220883,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",0.199917506094631,0.0333318954283807,1465.89509996925,5.99778391013461,0.00000000754615285262999,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.00032400781458547,0.0497617650307092,1476.92671565407,0.00651118010756886,0.994805745960689,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",0.284933630598571,0.0431273212615434,1457.11435932774,6.60680103154577,0.000000000329435153441874,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",0.284609622783985,0.0531693065668081,1453.45535807903,5.3528932604447,0.000000200936575458275,"lpcc_2_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-0.0401126298542272,0.0125143991943485,1474.64211373009,-3.20531806851279,0.00165363435611848,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",-0.0726132923408001,0.0152267924382631,1474.10872226401,-4.76878453786051,0.00000407356913628762,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",-0.110351736301327,0.0118893789525471,1474.30374148568,-9.28153915707145,3.4625138565109e-19,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",-0.0325006624865729,0.0123839323787993,1474.05088599148,-2.62442183084046,0.00876929662583877,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",-0.0702391064471001,0.0080137326817227,1474.6105181342,-8.76484270648281,1.51362873662482e-17,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-0.0377384439605272,0.0114768335355047,1473.09799494374,-3.28822787607572,0.00154796242717041,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",-0.123575896004117,0.0177062837537401,1475.24782662354,-6.9792113197109,0.0000000000248826247736998,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",-0.0265500661506607,0.0221808938728286,1477.91824363553,-1.19697908943085,0.277808001313784,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",-0.10385248444564,0.015075190987893,1475.73717389276,-6.88896641701223,0.0000000000248826247736998,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.0970258298534558,0.0225004648188147,1475.89586423515,4.31217002114212,0.000034476641391846,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",0.0197234115584763,0.0195066316170184,1473.0494154285,1.01111314068538,0.312128333677419,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",-0.0773024182949796,0.0240492492153844,1471.84221877296,-3.21433811104294,0.00200371092565119,"lpcc_4_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-0.172207351741437,0.010844123980245,1474.37759552915,-15.8802455648009,4.56603761842994e-52,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",-0.19340934869753,0.0131944364296622,1473.92216612311,-14.6584016474345,3.22837381808472e-45,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",-0.203493710171473,0.0103024905055447,1474.08728055903,-19.7518949483093,1.88033076120222e-76,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",-0.0212019969560935,0.0107310169569867,1473.87388545596,-1.97576772463204,0.0580408260622184,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",-0.0312863584300365,0.00694414768032774,1474.34883329459,-4.50542814903959,0.0000107199187360057,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-0.010084361473943,0.00994493107572946,1473.08055493499,-1.01402024781789,0.310739610531221,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",0.0927204534465733,0.0153431269447234,1474.90054688966,6.04312626628305,0.0000000038220169659668,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",0.117441766791123,0.0192212682374764,1477.60309392507,6.10999052404577,0.00000000381604722857031,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",0.135406770269575,0.0130643215469891,1477.28877455618,10.3646232054646,1.43807009176775e-23,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.0247213133445496,0.0194975664359691,1475.47518311898,1.26791789250907,0.24603277555242,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",0.0426863168230013,0.0169049969614264,1475.9330832289,2.52507095507928,0.0175072778536954,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",0.0179650034784517,0.0208419209022694,1475.27807837989,0.861964862197298,0.388846937348311,"lpcc_5_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-0.0054771375319011,0.0108706146112164,1477.60685167634,-0.503848009315841,0.614443297987705,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",0.0455420017250524,0.0132281909660129,1476.69964465313,3.44279893161982,0.000887719272730766,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",0.0375381049147601,0.010328525851938,1477.11108512112,3.63441070418744,0.000576333915708367,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",0.0510191392569535,0.0107584792374688,1476.53735632026,4.74222593461611,0.00000695399295266977,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",0.0430152424466612,0.0069613390611197,1477.61293488578,6.17916209352722,0.00000000499018546395432,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-0.00800389681029224,0.00997149975844434,1473.41227640475,-0.802677330811161,0.506748852443439,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",0.0926250048596641,0.0153792816755711,1477.99199103007,6.02271333691692,0.00000000432158995927434,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",0.0949041874237454,0.0192518680796693,1446.55294985533,4.92960927381212,0.00000110274053391903,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",0.199997916445726,0.0130727085095697,1324.0141177336,15.2988890021774,5.35404718453355e-48,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.00227918256408125,0.0195413548006633,1477.11493818168,0.116633804939865,0.907166103105235,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",0.107372911586062,0.0169088551292894,1257.32997276983,6.35009944582656,0.000000000899861152746603,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",0.105093729021981,0.020843013206621,1233.00755592567,5.04215623624884,0.000000793698978033564,"lpcc_6_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",0.0044567484824105,0.00401409119016744,1471.29169317042,1.11027584359004,0.267061599833677,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",-0.0131356842193361,0.00488773460928864,1475.68590534048,-2.6874790203161,0.00873631802669251,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",0.0158413789545532,0.00381580886739774,1473.65381232552,4.15151269496277,0.0000523807039848946,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",-0.0175924327017466,0.00397503350632504,1476.54930804006,-4.42573192748028,0.0000206347178523703,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",0.0113846304721427,0.00257125502197033,1469.04497474364,4.42765512361304,0.0000206347178523703,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",0.0289770631738893,0.00368545001705046,1474.44905685578,7.8625576360632,0.0000000000000432920197535187,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",-0.000252596900637962,0.00567729130642543,1453.97124311279,-0.0444925030272937,0.964517937236514,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",0.00308232781254448,0.00708647276666488,1097.75679601567,0.434959381632552,0.964517937236514,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",-0.00122565908910729,0.00479558865243766,578.718085721264,-0.255580529928119,0.964517937236514,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.00333492471318244,0.00721092449550014,1421.35916528611,0.462482267740225,0.964517937236514,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",-0.00097306218846933,0.00619266370658086,450.761751719275,-0.15713144368477,0.964517937236514,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",-0.00430798690165177,0.00762721580496115,418.748670867399,-0.564817754186216,0.964517937236514,"lpcc_7_std","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-0.0533268332452636,0.00922392306686429,1464.18906619661,-5.7813614509463,0.0000000108501078864239,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",0.0697143327170751,0.0112356566953157,1470.90143613819,6.20474037322089,0.00000000106623400921287,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",0.00673850289535306,0.00877090405227636,1466.85783444136,0.768279171131074,0.442445010939116,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",0.123041165962339,0.00913728328151325,1473.10385536197,13.4658368545143,2.75320371058974e-38,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",0.0600653361406167,0.00590950657189382,1458.44960556712,10.1641880603523,5.10453287959869e-23,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-0.0629758298217221,0.00847273581274865,1474.90005803446,-7.43276212235537,0.000000000000358857804267161,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",0.0940332326785509,0.0130437294388206,1434.1914945668,7.20907568035646,0.00000000000181601759043729,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",0.130722297208507,0.0162573718935801,941.510716865468,8.04080130935109,0.0000000000000160013416535175,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",0.0840352371237995,0.0109826282913657,412.094560092413,7.65165085208848,0.000000000000425681781787851,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.0366890645299556,0.0165640568789198,1381.1476680956,2.21498059310868,0.0323088807104753,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",-0.00999799555475136,0.0141698744501294,308.008889857609,-0.705581096709016,0.480981963574205,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",-0.0466870600847069,0.0174444876005555,284.377165927806,-2.67632166411241,0.0118131845431831,"lpcc_8_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",0.0411260172685104,0.0102612090398464,1467.80587344118,4.00791145651645,0.0000771983032848525,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",0.18693531220656,0.0124968495516397,1473.52354796629,14.958595079032,6.63238295228196e-47,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",0.16429882555627,0.00975580032146057,1470.49238847277,16.8411427194598,7.46001666925326e-58,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",0.14580929493805,0.010163110007533,1475.00463077896,14.3469169210974,1.27946164794179e-43,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",0.123172808287759,0.00657347848950938,1463.97844493202,18.7378430589422,1.29577356378154e-69,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-0.0226364866502904,0.00942336778987269,1474.68369430886,-2.40216525079472,0.0164213525451528,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",0.0459203764847459,0.0145117032642229,1444.13114134359,3.1643684858109,0.00237991467672358,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",0.0621312435085508,0.0181001316563545,1013.79791299874,3.43264041876392,0.00124376988722334,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",0.120739402622232,0.0122379866415574,482.366111540316,9.86595313090375,2.93721873908639e-20,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",0.0162108670238049,0.018429986407096,1401.1314606725,0.879591914270934,0.379231249683666,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",0.0748190261374859,0.0157962845441227,366.885592169742,4.73649521370035,0.00000933857445541909,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",0.058608159113681,0.0194510883876644,339.500545013064,3.01310435414243,0.00333625414134555,"lpcc_9_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-33.6421047468616,17.6975647537054,1476.09913874828,-1.9009454246985,0.0690045275747737,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",227.78634816241,21.5341156300658,1475.21872940075,10.577929090544,5.89882187541259e-25,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",-5.24509087430856,16.8140914259491,1475.56094222204,-0.311946137405547,0.755125530050183,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",261.428452909272,17.5136894564582,1475.10715513724,14.9270919505124,2.9773850035759e-46,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",28.397013872553,11.3329214051379,1476.06957213934,2.50570994515843,0.0184912688511241,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-233.031439036719,16.2314809747661,1473.21235169561,-14.3567576734985,2.27615822334025e-43,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",188.774161063604,25.0390572822501,1476.98981516341,7.53918803474378,0.000000000000492753358056284,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",214.264676710169,31.3587465650258,1474.2703113745,6.83269263539817,0.0000000000364638174747857,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",43.5797300978205,21.3060445801696,1445.1389190715,2.04541626362605,0.0491935080739013,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",25.4905156465652,31.8174783307615,1477.68869925534,0.801148204819258,0.423174649070459,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",-145.194430965783,27.5653087715619,1425.81069512213,-5.26728839386611,0.000000319393425387589,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",-170.684946612349,33.9827106099363,1418.06477632042,-5.02269958896221,0.000000861322728640554,"lsf_3_mean","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","S",-110.746890205494,7.82445590458997,1468.04797713764,-14.1539413801958,5.96882404484456e-42,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","S",-50.3975181347773,9.52907270564626,1473.68602222721,-5.28881662377445,0.000000169991019017431,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","S",-79.8809833224422,7.43899255821025,1470.72337739547,-10.7381453466141,1.7992160794307e-25,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","S",60.3493720707164,7.74956311869847,1475.12175960345,7.78745474375231,0.0000000000000255912531805479,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","S",30.8659068830515,5.01242885184559,1464.33881367791,6.15787431510107,0.00000000142567183490002,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","S",-29.4834651876649,7.18546385259044,1474.66839935044,-4.10320972904704,0.0000429744901824914,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Pre - Early Post","U",-41.5503606762495,11.0656339621704,1444.8047024537,-3.75490105838455,0.000540877584755393,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Pre - Mid Post","U",-19.1537967118522,13.8026146587152,1019.10715700611,-1.38769335995033,0.248300657420078,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Pre - Late Post","U",-37.3347081944305,9.33287027753348,487.952014639062,-4.00034577618681,0.000438367336764508,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Early Post - Mid Post","U",22.3965639643973,14.0535421957,1402.50056534565,1.59365970888465,0.222475189330727,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Early Post - Late Post","U",4.215652481819,12.0468347055271,371.647092875927,0.349938600874539,0.726583001905283,"lsf_4_std","BH-adjusted; exploratory post-hoc"
"Mid Post - Late Post","U",-18.1809114825783,14.8343518201755,343.976305575895,-1.22559527392706,0.26542738481749,"lsf_4_std","BH-adjusted; exploratory post-hoc"
